src_ip,dst_ip,protocol,timestamp,src_port,dst_port,protocol_type
44.224.90.130,192.168.0.123,6,1722604181.818440,443.0,53162.0,TCP
192.168.0.123,192.168.0.255,17,1722604183.252997,57621.0,57621.0,UDP
192.168.0.123,192.168.0.1,17,1722604184.256009,53321.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604184.339920,53.0,53321.0,UDP
192.168.0.123,23.12.228.56,6,1722604184.340526,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.389835,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.389901,53169.0,443.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.391330,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.439915,443.0,53169.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.439993,443.0,53169.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.439993,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.440042,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.440121,443.0,53169.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.442855,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.442884,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.621915,443.0,53169.0,TCP
192.168.0.1,224.0.0.2,2,1722604184.621915,,,
192.168.0.123,23.12.228.56,6,1722604184.628520,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.677982,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.678654,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.739930,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.740223,53169.0,443.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.788821,443.0,53169.0,TCP
23.12.228.56,192.168.0.123,6,1722604184.788821,443.0,53169.0,TCP
192.168.0.123,23.12.228.56,6,1722604184.788867,53169.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604185.994351,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604185.994351,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604185.994412,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604185.995321,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604186.297128,443.0,53044.0,TCP
192.168.0.123,35.186.224.22,6,1722604198.354290,52569.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604198.396710,443.0,52569.0,TCP
192.168.0.123,192.168.0.1,17,1722604201.525354,53321.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604201.525451,63140.0,53.0,UDP
192.168.0.123,157.240.242.61,6,1722604201.560603,53170.0,5222.0,TCP
192.168.0.1,192.168.0.123,17,1722604201.570513,53.0,53321.0,UDP
192.168.0.123,54.213.189.120,6,1722604201.571075,53171.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.614204,5222.0,53170.0,TCP
192.168.0.1,192.168.0.123,17,1722604201.614204,53.0,63140.0,UDP
192.168.0.123,157.240.242.61,6,1722604201.614286,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.614575,53170.0,5222.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.614907,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.624651,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.624711,53172.0,443.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.625064,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.640286,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.640286,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.640286,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.640286,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.640286,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.640351,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.650604,443.0,53172.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.650701,5222.0,53170.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.652713,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.661003,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.663802,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.672930,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.673077,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.673117,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.673266,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.673291,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.673304,53172.0,443.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.676685,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.676685,443.0,53172.0,TCP
23.211.137.48,192.168.0.123,6,1722604201.676685,443.0,53172.0,TCP
192.168.0.123,23.211.137.48,6,1722604201.676797,53172.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604201.718575,53173.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.902434,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.902522,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.902533,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.905032,53170.0,5222.0,TCP
54.213.189.120,192.168.0.123,6,1722604201.929574,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604201.929642,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604201.930066,53171.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.941928,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.987069,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604201.987069,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.987110,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.987523,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.987596,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.987708,53170.0,5222.0,TCP
192.168.0.123,157.240.242.61,6,1722604201.988798,53170.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.022300,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.024253,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.034027,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604202.034065,53170.0,5222.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.085624,443.0,53173.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.085686,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.085842,53173.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.144205,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604202.187360,53170.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.230081,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.230321,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604202.230347,53170.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.237489,5222.0,53170.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.240788,53157.0,443.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.254953,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604202.254995,53170.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604202.264025,5222.0,53170.0,TCP
157.240.237.60,192.168.0.123,6,1722604202.275337,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.275389,53157.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604202.277119,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.277153,53157.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604202.277173,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.277181,53157.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604202.277238,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.277284,53157.0,443.0,TCP
157.240.237.60,192.168.0.123,6,1722604202.278769,443.0,53157.0,TCP
192.168.0.123,157.240.237.60,6,1722604202.278812,53157.0,443.0,TCP
192.168.0.123,157.240.242.61,6,1722604202.312904,53170.0,5222.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.321961,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.321961,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.321961,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.322014,53171.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.322056,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.322056,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.322078,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.324059,53171.0,443.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.441988,443.0,53173.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.444390,443.0,53173.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.445204,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.446915,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.446957,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.446991,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.446991,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.446991,53173.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.681097,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.681164,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.681179,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.683477,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.683515,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.683541,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.683575,53171.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604202.694771,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604202.694798,53171.0,443.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.794018,443.0,53173.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.794018,443.0,53173.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.794018,443.0,53173.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.794018,443.0,53173.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.794078,53173.0,443.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.794171,53173.0,443.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.806898,443.0,53173.0,TCP
52.37.230.222,192.168.0.123,6,1722604202.806959,443.0,53173.0,TCP
192.168.0.123,52.37.230.222,6,1722604202.806976,53173.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.030767,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.030767,443.0,53171.0,TCP
192.168.0.123,35.186.224.40,6,1722604203.032520,52427.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.044265,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.080283,53171.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604203.093467,443.0,52427.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.093467,443.0,53171.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.093467,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.093521,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.094518,53171.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.099985,53174.0,443.0,TCP
52.37.230.222,192.168.0.123,6,1722604203.157712,443.0,53173.0,TCP
35.186.224.40,192.168.0.123,6,1722604203.196436,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604203.240652,52427.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.502971,443.0,53171.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.503010,53171.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.503060,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.503106,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.503562,53174.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.976052,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.976146,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.976146,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.976146,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.976190,53174.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604203.976221,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.976228,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604203.978029,53174.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.344754,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.345714,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.345714,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.345754,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.347755,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.347816,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.347889,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.347942,53174.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.718190,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.718889,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.729834,443.0,53174.0,TCP
54.213.189.120,192.168.0.123,6,1722604204.729834,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.729870,53174.0,443.0,TCP
192.168.0.123,54.213.189.120,6,1722604204.730897,53174.0,443.0,TCP
54.213.189.120,192.168.0.123,6,1722604205.079246,443.0,53174.0,TCP
192.168.0.123,54.213.189.120,6,1722604205.079284,53174.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604205.109566,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604205.156532,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604205.281693,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604205.326464,52635.0,443.0,TCP
192.168.0.123,224.0.0.251,17,1722604206.326376,5353.0,5353.0,UDP
192.168.0.123,192.168.0.1,17,1722604206.693439,55639.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604206.693555,49665.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604206.744852,53.0,55639.0,UDP
192.168.0.1,192.168.0.123,17,1722604206.745733,53.0,49665.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.746607,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.746653,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.746767,62673.0,443.0,UDP
192.168.0.123,239.255.255.250,17,1722604206.795192,63853.0,1900.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.867742,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.867742,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.867742,443.0,62673.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.868447,62673.0,443.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.868578,443.0,62673.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.868735,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.868769,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.868822,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.868848,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604206.904192,62673.0,443.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.928957,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.971664,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604206.971664,443.0,62673.0,UDP
192.168.0.123,172.253.118.84,17,1722604207.000413,62673.0,443.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.060551,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.061223,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.062506,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.093184,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.093184,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.093280,443.0,62673.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.093434,443.0,62673.0,UDP
192.168.0.123,172.253.118.84,17,1722604207.093495,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604207.093628,62673.0,443.0,UDP
192.168.0.123,172.253.118.84,17,1722604207.128237,62673.0,443.0,UDP
172.253.118.84,192.168.0.123,17,1722604207.219707,443.0,62673.0,UDP
192.168.0.123,35.186.224.22,6,1722604207.608147,53094.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604207.651217,443.0,53094.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.311125,443.0,53159.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.311208,53159.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.311291,443.0,53159.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.311331,53159.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.311370,53159.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.311432,443.0,53160.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311461,53160.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.311548,443.0,53160.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311565,53160.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311630,53160.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.311788,443.0,53158.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311813,53158.0,443.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.311831,443.0,53158.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311838,53158.0,443.0,TCP
192.168.0.123,163.70.143.60,6,1722604209.311871,53158.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.312780,443.0,53161.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.312808,53161.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.312826,443.0,53161.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.312833,53161.0,443.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.312871,53161.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.351825,443.0,53159.0,TCP
192.168.0.123,157.240.242.60,6,1722604209.351853,53159.0,443.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.354039,443.0,53159.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.355721,443.0,53160.0,TCP
163.70.143.60,192.168.0.123,6,1722604209.362454,443.0,53158.0,TCP
157.240.242.60,192.168.0.123,6,1722604209.364309,443.0,53161.0,TCP
192.168.0.123,104.199.240.237,6,1722604209.720395,52429.0,4070.0,TCP
104.199.240.237,192.168.0.123,6,1722604209.899021,4070.0,52429.0,TCP
192.168.0.123,104.199.240.237,6,1722604209.950612,52429.0,4070.0,TCP
192.168.0.123,192.168.0.1,17,1722604211.730013,59310.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604211.730131,51291.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604211.785239,53.0,59310.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.812121,54745.0,443.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.812194,54745.0,443.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.812350,54745.0,443.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.812715,54745.0,443.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.812767,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.863155,443.0,54745.0,UDP
192.168.0.1,192.168.0.123,17,1722604211.890477,53.0,51291.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.923233,443.0,54745.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.923327,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.923819,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.923848,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.924019,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.924598,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.924805,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604211.924960,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604211.925115,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604212.011447,443.0,54745.0,UDP
142.250.70.46,192.168.0.123,17,1722604212.011447,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604212.050540,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604212.087546,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604212.087744,54745.0,443.0,UDP
192.168.0.123,35.186.224.24,6,1722604212.800353,52625.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604212.841522,443.0,52625.0,TCP
192.168.0.123,192.168.0.255,17,1722604213.267145,57621.0,57621.0,UDP
192.168.0.123,52.37.252.164,6,1722604216.008123,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604216.008172,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604216.008185,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.377735,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.377735,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.377735,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.384788,443.0,53044.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.384788,443.0,53044.0,TCP
192.168.0.123,52.37.252.164,6,1722604216.384816,53044.0,443.0,TCP
192.168.0.123,52.37.252.164,6,1722604216.385600,53044.0,443.0,TCP
52.37.252.164,192.168.0.123,6,1722604216.852657,443.0,53044.0,TCP
192.168.0.123,142.250.70.46,17,1722604220.696218,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604220.749035,443.0,54745.0,UDP
142.250.70.46,192.168.0.123,17,1722604220.749035,443.0,54745.0,UDP
192.168.0.123,142.250.70.46,17,1722604220.749370,54745.0,443.0,UDP
142.250.70.46,192.168.0.123,17,1722604220.825411,443.0,54745.0,UDP
192.168.0.123,157.240.242.61,6,1722604221.577953,53170.0,5222.0,TCP
157.240.242.61,192.168.0.123,6,1722604221.657956,5222.0,53170.0,TCP
157.240.242.61,192.168.0.123,6,1722604221.817185,5222.0,53170.0,TCP
192.168.0.123,157.240.242.61,6,1722604221.817219,53170.0,5222.0,TCP
192.168.0.123,35.186.224.24,6,1722604221.967778,53141.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604222.011404,443.0,53141.0,TCP
192.168.0.123,35.186.224.24,6,1722604224.416748,53143.0,443.0,TCP
35.186.224.24,192.168.0.123,6,1722604224.467732,443.0,53143.0,TCP
192.168.0.123,199.232.214.248,6,1722604224.605449,53126.0,443.0,TCP
199.232.214.248,192.168.0.123,6,1722604224.672240,443.0,53126.0,TCP
192.168.0.123,199.232.210.248,6,1722604224.699009,53144.0,443.0,TCP
192.168.0.123,199.232.210.248,6,1722604224.699028,53145.0,443.0,TCP
199.232.210.248,192.168.0.123,6,1722604224.766300,443.0,53144.0,TCP
199.232.210.248,192.168.0.123,6,1722604224.767431,443.0,53145.0,TCP
192.168.0.123,44.224.90.130,6,1722604226.314428,53163.0,443.0,TCP
44.224.90.130,192.168.0.123,6,1722604226.685245,443.0,53163.0,TCP
192.168.0.123,192.168.0.1,17,1722604227.145051,65397.0,53.0,UDP
192.168.0.123,192.168.0.1,17,1722604227.145218,61239.0,53.0,UDP
192.168.0.1,192.168.0.123,17,1722604227.192311,53.0,65397.0,UDP
192.168.0.1,192.168.0.123,17,1722604227.192311,53.0,61239.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.193500,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.193559,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.193591,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.193730,60334.0,443.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.246075,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.246075,443.0,60334.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.272733,60334.0,443.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.301206,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.301206,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.301206,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.302026,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.302054,443.0,60334.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.302298,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.302464,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.302488,60334.0,443.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.319412,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.365330,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.365330,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.365330,443.0,60334.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.365597,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.365691,60334.0,443.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.444404,443.0,60334.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.444452,443.0,60334.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.444722,60334.0,443.0,UDP
192.168.0.123,142.250.183.170,17,1722604227.480544,60334.0,443.0,UDP
142.250.183.170,192.168.0.123,17,1722604227.512083,443.0,60334.0,UDP
192.168.0.123,35.186.224.40,6,1722604234.024452,52427.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604234.096034,443.0,52427.0,TCP
35.186.224.40,192.168.0.123,6,1722604234.182479,443.0,52427.0,TCP
192.168.0.123,35.186.224.40,6,1722604234.231018,52427.0,443.0,TCP
192.168.0.123,35.186.224.40,6,1722604235.283538,52635.0,443.0,TCP
35.186.224.40,192.168.0.123,6,1722604235.324768,443.0,52635.0,TCP
35.186.224.40,192.168.0.123,6,1722604235.433441,443.0,52635.0,TCP
192.168.0.123,35.186.224.40,6,1722604235.485088,52635.0,443.0,TCP
192.168.0.123,192.168.0.255,17,1722604243.277852,57621.0,57621.0,UDP
192.168.0.123,35.186.224.22,6,1722604243.401064,52569.0,443.0,TCP
35.186.224.22,192.168.0.123,6,1722604243.455702,443.0,52569.0,TCP
192.168.0.123,192.168.0.1,17,1722604246.404957,60111.0,53.0,UDP
